CPU_Name,Price,cpuValue,TDP,powerPerf,Benchmark,Brand,Power_Category,Usage,Power_Category 1,
Amd Fx-6120 Six-Core,8055.0514,35.76,95,40.66,3863,AMD,0,Work/Home,Basic,
Intel Xeon E3-1220 @ 3.10Ghz,3002.1882,95.75,80,48.18,3855,Intel,0,Work/Home,Basic,
Intel Core I7-6660U @ 2.40Ghz,30946.55,9.28,15,256.72,3851,Intel,0,Work/Home,Basic,
Amd Fx-8100 Eight-Core,10292.1514,27.87,95,40.5,3847,AMD,0,Work/Home,Basic,
Intel Core I5-2400 @ 3.10Ghz,6604.6649,43.35,95,40.42,3840,Intel,0,Work/Home,Basic,
Intel Core I3-8145U @ 2.10Ghz,20954.17,13.65,15,255.79,3837,Intel,0,Work/Home,Basic,
Intel Xeon E3-1225 @ 3.10Ghz,5145.33,55.32,95,40.18,3817,Intel,0,Work/Home,Basic,
Intel Core I3-1115Gre @ 3.00Ghz,25204.66,11.29,15,254.38,3816,Intel,0,Work/Home,Basic,
Intel Core I5-3330S @ 2.70Ghz,14910.2715,19.05,65,58.61,3810,Intel,0,Work/Home,Basic,
Intel Core I3-4370 @ 3.80Ghz,22296.43,12.73,54,70.49,3807,Intel,0,Work/Home,Basic,
Intel Core I5-2380P @ 3.10Ghz,5797.0718,48.84,95,39.97,3797,Intel,0,Work/Home,Basic,
Intel Core I3-7100T @ 3.40Ghz,11176.5516,25.27,35,108.2,3787,Intel,0,Work/Home,Basic,
Amd Athlon X4 845,5486.8606,51.43,65,58.22,3784,AMD,0,Work/Home,Basic,
Intel Pentium G4620 @ 3.70Ghz,10887.22,25.87,51,74.06,3777,Intel,0,Work/Home,Basic,
Intel Pentium Gold G5500 @ 3.80Ghz,12667.2059,22.2,54,69.82,3770,Intel,0,Work/Home,Basic,
Intel Pentium Gold G5600 @ 3.90Ghz,11782.06,23.85,54,69.79,3769,Intel,0,Work/Home,Basic,
Intel Pentium N6415 @ 1.20Ghz,5965.6,47,6.5,578.47,3760,Intel,2,Work/Home,Mid,
Intel Xeon E5-2603 V3 @ 1.60Ghz,3794.8673,73.72,85,44.14,3752,Intel,0,Work/Home,Basic,
Intel Core I5-7300U @ 2.60Ghz,46755.39,5.98,15,249.99,3750,Intel,0,Work/Home,Basic,
Intel Pentium Gold G6405T @ 3.50Ghz,4772.48,58.54,35,107.04,3746,Intel,0,Work/Home,Basic,
Intel Xeon E5-1607 @ 3.00Ghz,859.7921,323.51,130,28.69,3730,Intel,0,Work/Home,Basic,
Amd Phenom Ii X6 1100T,9694.1,28.69,125,29.83,3729,AMD,0,Work/Home,Basic,
Intel Xeon E5630 @ 2.53Ghz,12378.62,22.45,80,46.58,3726,Intel,0,Work/Home,Basic,
Intel Core I7-2670Qm @ 2.20Ghz,9619.53,28.89,45,82.8,3726,Intel,0,Work/Home,Basic,
Intel Pentium Gold G5400 @ 3.70Ghz,8417.4616,32.98,54,68.94,3723,Intel,0,Work/Home,Basic,
Amd Opteron 3280,5370.5314,51.65,65,57.22,3720,AMD,0,Work/Home,Basic,
Amd Opteron 6174,281874.6,0.98,115,32.15,3697,AMD,0,Work/Home,Basic,
Intel Core I3-4360 @ 3.70Ghz,14905.0516,18.45,54,68.29,3688,Intel,0,Work/Home,Basic,
Amd Fx-6100 Six-Core,6266.8628,43.78,95,38.73,3679,AMD,0,Work/Home,Basic,
Amd Athlon X4 880K,7058.0505,38.84,95,38.69,3676,AMD,0,Work/Home,Basic,
Intel Core I7-7500U @ 2.70Ghz,40193.23,6.79,15,243.85,3658,Intel,0,Work/Home,Basic,
Amd Phenom Ii X6 1090T,6530.0949,41.74,125,29.24,3655,AMD,0,Work/Home,Basic,
Intel Core I3-8130U @ 2.20Ghz,20954.17,12.98,15,243.19,3648,Intel,0,Work/Home,Basic,
Amd Pro A10-9700,12602.33,21.56,65,56.06,3644,AMD,0,Work/Home,Basic,
Intel Pentium Gold G5420 @ 3.80Ghz,9660.5435,28.11,54,67.43,3641,Intel,0,Work/Home,Basic,
Intel Core I5-2320 @ 3.00Ghz,22631.995,11.97,95,38.23,3632,Intel,0,Work/Home,Basic,
Intel Xeon E5620 @ 2.40Ghz,3293.0112,82.2,80,45.37,3630,Intel,0,Work/Home,Basic,
Intel Core I3-6100T @ 3.20Ghz,74495.43,3.62,35,103.35,3617,Intel,0,Work/Home,Basic,
Amd Athlon X4 950,2683.7743,100.32,65,55.55,3611,AMD,0,Work/Home,Basic,
Intel Pentium Gold G6400T @ 3.40Ghz,4772.48,56.4,35,103.14,3610,Intel,0,Work/Home,Basic,
Intel Pentium G4600 @ 3.60Ghz,7825.3758,34.36,51,70.69,3605,Intel,0,Work/Home,Basic,
Intel Core I5-2310 @ 2.90Ghz,5797.0718,46.35,95,37.93,3603,Intel,0,Work/Home,Basic,
Intel Xeon E3-1265L @ 2.40Ghz,68481.3595,3.91,45,79.75,3589,Intel,0,Work/Home,Basic,
Amd A8-7680,5182.615,51.38,45,79.36,3571,AMD,0,Work/Home,Basic,
Intel Core I3-4170 @ 3.70Ghz,7143.806,37.26,54,66.1,3569,Intel,0,Work/Home,Basic,
Amd Opteron 6176 Se,18634.2973,14.26,140,25.46,3564,AMD,0,Work/Home,Basic,
Intel Core I7-2630Qm @ 2.00Ghz,6952.9068,38.13,45,79.01,3555,Intel,0,Work/Home,Basic,
Amd A10-9700,6841.7975,38.64,65,54.55,3546,AMD,0,Work/Home,Basic,
Intel Core I3-4330 @ 3.50Ghz,9199.7009,28.69,54,65.55,3539,Intel,0,Work/Home,Basic,
Intel Xeon E5-2609 V2 @ 2.50Ghz,1843.3704,142.24,80,43.95,3516,Intel,0,Work/Home,Basic,
Intel Pentium G4560 @ 3.50Ghz,12527.76,20.91,54,65.06,3513,Intel,0,Work/Home,Basic,
Intel Pentium Gold G5420T @ 3.20Ghz,4772.48,54.82,35,100.24,3508,Intel,0,Work/Home,Basic,
Intel Core I3-4340 @ 3.60Ghz,11184.7543,23.38,54,64.93,3506,Intel,0,Work/Home,Basic,
Intel Xeon E5-2407 V2 @ 2.40Ghz,8962.5683,29.15,80,43.8,3504,Intel,0,Work/Home,Basic,
Intel Core I3-4160 @ 3.60Ghz,4473.4543,58.25,54,64.72,3495,Intel,0,Work/Home,Basic,
Intel Xeon W3580 @ 3.33Ghz,15995.265,16.29,130,26.88,3495,Intel,0,Work/Home,Basic,
Amd A10-7870K,28520.0422,9.11,95,36.69,3485,AMD,0,Work/Home,Basic,
Amd A10-7890K,12079.5943,21.46,95,36.6,3477,AMD,0,Work/Home,Basic,
Intel Core I3-4350 @ 3.60Ghz,7456.2543,34.59,54,64.06,3459,Intel,0,Work/Home,Basic,
Intel Core I5-2500S @ 2.70Ghz,4126.7038,62.5,65,53.21,3459,Intel,0,Work/Home,Basic,
Amd A10 Pro-7850B Apu,11037.8514,23.36,95,36.4,3458,AMD,0,Work/Home,Basic,
Intel Xeon E5-1603 @ 2.80Ghz,2535.38,101.41,130,26.52,3448,Intel,0,Work/Home,Basic,
Amd A12-9800E,27669.1985,9.29,35,98.49,3447,AMD,0,Work/Home,Basic,
Amd A12-9800,9310.0645,27.61,65,53.03,3447,AMD,0,Work/Home,Basic,
Intel Celeron G6900,3727.7543,68.93,46,74.91,3446,Intel,0,Work/Home,Basic,
Amd Athlon X4 860K,2234.8629,114.64,95,36.16,3436,AMD,0,Work/Home,Basic,
Intel Core I3-7100H @ 3.00Ghz,16778.25,15.25,35,98.01,3430,Intel,0,Work/Home,Basic,
Intel Core I5-L16G7 @ 1.40Ghz,20954.17,12.17,7,488.74,3421,Intel,2,Work/Home,Mid,
Intel Core I5-7200U @ 2.50Ghz,37210.43,6.83,15,227.29,3409,Intel,0,Work/Home,Basic,
Amd Opteron 4226,7083.4043,35.8,95,35.79,3400,AMD,0,Work/Home,Basic,
Intel Xeon E5-4603 @ 2.00Ghz,9857.4083,25.65,95,35.69,3391,Intel,0,Work/Home,Basic,
Intel Xeon W5580 @ 3.20Ghz,64428.48,3.92,130,26.04,3386,Intel,0,Work/Home,Basic,
Amd Athlon X4 870K,3003.6796,83.98,95,35.61,3383,AMD,0,Work/Home,Basic,
Amd Opteron 6136,26024.93,9.69,115,29.4,3381,AMD,0,Work/Home,Basic,
Intel Core I5-2300 @ 2.80Ghz,3002.1882,83.95,95,35.58,3380,Intel,0,Work/Home,Basic,
Intel Core I7-975 @ 3.33Ghz,57418.9,4.38,130,25.92,3370,Intel,0,Work/Home,Basic,
Amd Fx-B4150 Quad-Core,6687.4376,37.57,95,35.46,3369,AMD,0,Work/Home,Basic,
Intel Core I3-4370T @ 3.30Ghz,10290.66,24.41,35,96.23,3368,Intel,0,Work/Home,Basic,
Amd A10-7850K Apu,5271.3533,47.58,95,35.4,3363,AMD,0,Work/Home,Basic,
Intel Core I3-4150 @ 3.50Ghz,74495.43,3.36,54,62.22,3360,Intel,0,Work/Home,Basic,
Intel Xeon W3570 @ 3.20Ghz,35044.1715,7.14,130,25.8,3354,Intel,0,Work/Home,Basic,
Amd Pro A8-9600,8873.83,28.13,65,51.5,3347,AMD,0,Work/Home,Basic,
Amd A10-7860K,4921.62,50.5,65,51.27,3333,AMD,0,Work/Home,Basic,
Intel Xeon W3565 @ 3.20Ghz,4470.4715,55.56,130,25.62,3331,Intel,0,Work/Home,Basic,
Amd Phenom Ii X6 1065T,7455.5086,33.2,95,34.94,3320,AMD,0,Work/Home,Basic,
Amd A8-9600,7381.6843,33.24,65,50.62,3291,AMD,0,Work/Home,Basic,
Intel Core I3-4130 @ 3.40Ghz,5390.6653,45.52,54,60.94,3291,Intel,0,Work/Home,Basic,
Intel Core I7-965 @ 3.20Ghz,6783.6329,36.15,130,25.29,3288,Intel,0,Work/Home,Basic,
Amd Athlon X4 840,9317.5215,26.3,65,50.56,3287,AMD,0,Work/Home,Basic,
Amd Phenom Ii X6 1075T,5964.8543,41.06,125,26.27,3284,AMD,0,Work/Home,Basic,
Intel Core I7-6500U @ 2.50Ghz,29306.01,8.34,15,218.55,3278,Intel,0,Work/Home,Basic,
Intel Core I3-10110Y @ 1.00Ghz,21401.59,11.42,7,468.22,3278,Intel,2,Work/Home,Mid,
Intel Xeon X5570 @ 2.93Ghz,7457,32.7,95,34.42,3270,Intel,0,Work/Home,Basic,
Amd Fx-4350 Quad-Core,7456.2543,32.63,125,26.1,3262,AMD,0,Work/Home,Basic,
Intel Core I5-4400E @ 2.70Ghz,19835.62,12.22,37,87.85,3251,Intel,0,Work/Home,Basic,
Amd Fx-4330,54697.095,4.43,95,34.19,3248,AMD,0,Work/Home,Basic,
Intel Core I7-960 @ 3.20Ghz,22267.3477,10.87,130,24.96,3245,Intel,0,Work/Home,Basic,
Intel Pentium D1508 @ 2.20Ghz,9619.53,25.12,25,129.6,3240,Intel,0,Work/Home,Basic,
Intel Xeon W5590 @ 3.33Ghz,104870.7738,2.3,130,24.92,3239,Intel,0,Work/Home,Basic,
Intel Pentium Gold G5500T @ 3.20Ghz,5592.75,43.13,35,92.41,3234,Intel,0,Work/Home,Basic,
Intel Xeon L5638 @ 2.00Ghz,5212.443,46.14,60,53.75,3225,Intel,0,Work/Home,Basic,
Amd A8-7670K,6231.0692,38.58,95,33.94,3224,AMD,0,Work/Home,Basic,
Amd A8-7600 Apu,11181.7715,21.44,65,49.47,3215,AMD,0,Work/Home,Basic,
Intel Core I5-4330M @ 2.80Ghz,20506.0043,11.66,37,86.69,3208,Intel,0,Work/Home,Basic,
Intel Core I5-6260U @ 1.80Ghz,37210.43,6.43,15,213.83,3207,Intel,0,Work/Home,Basic,
Amd Phenom Ii X6 1055T,3457.0652,68.91,125,25.56,3195,AMD,0,Work/Home,Basic,
Intel Xeon X3470 @ 2.93Ghz,7247.4583,32.86,95,33.62,3194,Intel,0,Work/Home,Basic,
Intel Xeon W3550 @ 3.07Ghz,3724.7715,63.92,130,24.56,3193,Intel,0,Work/Home,Basic,
Amd Pro A12-9800E,12602.33,18.83,35,90.92,3182,AMD,0,Work/Home,Basic,
Intel Core I7-5557U @ 3.10Ghz,45188.6743,5.25,28,113.62,3181,Intel,0,Work/Home,Basic,
Intel Core I3-4170T @ 3.20Ghz,14910.2715,15.82,35,90.36,3162,Intel,0,Work/Home,Basic,
Intel Core I5-2400S @ 2.50Ghz,10752.2483,21.92,65,48.62,3160,Intel,0,Work/Home,Basic,
Amd A10-6800K Apu,5029.0008,46.83,100,31.58,3158,AMD,0,Work/Home,Basic,
Intel Atom C3858 @ 2.00Ghz,24757.24,9.5,25,126.17,3154,Intel,0,Work/Home,Basic,
Intel Core I7-950 @ 3.07Ghz,19752.1016,11.91,130,24.26,3154,Intel,0,Work/Home,Basic,
Amd A10-7700K Apu,2930.601,80.23,95,33.19,3153,AMD,0,Work/Home,Basic,
Amd A10-7800 Apu,4209.4765,55.66,65,48.34,3142,AMD,0,Work/Home,Basic,
Intel Core I5-4570T @ 2.90Ghz,34648.2048,6.75,35,89.59,3136,Intel,0,Work/Home,Basic,
Amd Fx-4200 Quad-Core,4470.4715,52.27,125,25.07,3134,AMD,0,Work/Home,Basic,
Intel Core I3-4160T @ 3.10Ghz,4473.4543,52.23,35,89.53,3133,Intel,0,Work/Home,Basic,
Intel Pentium G4600T @ 3.00Ghz,8798.5143,26.53,35,89.43,3130,Intel,0,Work/Home,Basic,
Amd A10-6790K Apu,3668.844,63.5,100,31.24,3124,AMD,0,Work/Home,Basic,
Intel Pentium Gold G5400T @ 3.10Ghz,8198.9715,28.37,35,89.12,3119,Intel,0,Work/Home,Basic,
Intel Core I7-875K @ 2.93Ghz,27507.3816,8.45,95,32.83,3119,Intel,0,Work/Home,Basic,
Amd Fx-4170 Quad-Core,3265.4203,71,125,24.87,3109,AMD,0,Work/Home,Basic,
Intel Core I5-4570Te @ 2.70Ghz,25502.94,9.08,35,88.73,3106,Intel,0,Work/Home,Basic,
Intel Xeon X5560 @ 2.80Ghz,5294.47,43.66,95,32.63,3100,Intel,0,Work/Home,Basic,
Amd A10-6700 Apu,4084.1989,56.42,65,47.54,3090,AMD,0,Work/Home,Basic,
Intel Core I7-870 @ 2.93Ghz,14905.0516,15.38,95,32.36,3074,Intel,0,Work/Home,Basic,
Intel Core I7-940 @ 2.93Ghz,3653.93,62.56,130,23.58,3066,Intel,0,Work/Home,Basic,
Amd Opteron 2435,816.5415,279.52,75,40.81,3061,AMD,0,Work/Home,Basic,
Intel Xeon W3530 @ 2.80Ghz,25815.3883,8.8,130,23.43,3045,Intel,0,Work/Home,Basic,
Intel Pentium Silver J5005 @ 1.50Ghz,38924.7943,5.82,10,304,3040,Intel,0,Work/Home,Basic,
Amd Phenom Ii X6 1045T,3355.65,67.43,95,31.94,3034,AMD,0,Work/Home,Basic,
Amd A8-7650K,2954.4634,76.05,65,46.36,3013,AMD,0,Work/Home,Basic,
Intel Core M3-8100Y @ 1.10Ghz,20954.17,10.64,5,598.18,2991,Intel,2,Work/Home,Mid,
Intel Xeon X5550 @ 2.67Ghz,3653.93,60.98,95,31.45,2988,Intel,0,Work/Home,Basic,
Intel Core I3-7130U @ 2.70Ghz,34301.4543,6.49,15,198.87,2983,Intel,0,Work/Home,Basic,
Intel Core I5-2405S @ 2.50Ghz,9797.7523,22.68,65,45.85,2980,Intel,0,Work/Home,Basic,
Intel Xeon E5-2637 @ 3.00Ghz,5891.03,37.69,80,37.22,2978,Intel,0,Work/Home,Basic,
Amd A8-6600K Apu,2907.4843,76.36,100,29.77,2977,AMD,0,Work/Home,Basic,
Intel Core I5-3470T @ 2.90Ghz,20130.1715,10.96,35,84.53,2958,Intel,0,Work/Home,Basic,
Amd Phenom Ii X6 1035T,8053.56,27.28,95,31.02,2947,AMD,0,Work/Home,Basic,
Amd A10-9700E,6934.2643,31.7,35,84.21,2947,AMD,0,Work/Home,Basic,
Intel Xeon L5630 @ 2.13Ghz,8799.26,24.94,40,73.57,2943,Intel,0,Work/Home,Basic,
Intel Core I5-2500T @ 2.30Ghz,6710.5543,32.69,45,65.37,2942,Intel,0,Work/Home,Basic,
Amd Athlon X4 760K Quad Core,1010.4235,217.03,100,29.41,2941,AMD,0,Work/Home,Basic,
Intel Celeron G5925 @ 3.60Ghz,4021.5601,54.49,58,50.67,2939,Intel,0,Work/Home,Basic,
Amd Fx-4300 Quad-Core,1920.9232,114.01,95,30.92,2937,AMD,0,Work/Home,Basic,
Amd Opteron 2431,1863.5043,117.48,75,39.14,2936,AMD,0,Work/Home,Basic,
Amd A10-5800K Apu,3435.4399,63.73,100,29.36,2936,AMD,0,Work/Home,Basic,
Intel Pentium G4520 @ 3.60Ghz,10289.9143,21.2,51,57.37,2926,Intel,0,Work/Home,Basic,
Intel Core I7-880 @ 3.07Ghz,25276.9929,8.61,95,30.74,2920,Intel,0,Work/Home,Basic,
Intel Celeron J4105 @ 1.50Ghz,7978.99,27.21,10,291.14,2911,Intel,0,Work/Home,Basic,
Intel Core I7-3540M @ 3.00Ghz,9546.4514,22.74,35,83.17,2911,Intel,0,Work/Home,Basic,
Intel Pentium G4560T @ 2.90Ghz,17292.783,12.54,35,83.11,2909,Intel,0,Work/Home,Basic,
Intel Atom X6425Re @ 1.90Ghz,4399.63,49.2,12,241.9,2903,Intel,0,Work/Home,Basic,
Amd Athlon X4 830,15087.0024,14.34,65,44.63,2901,AMD,0,Work/Home,Basic,
Amd A8-6500B Apu,3724.7715,58.01,65,44.58,2898,AMD,0,Work/Home,Basic,
Amd A10-5800B Apu,3354.9043,64.4,100,28.97,2897,AMD,0,Work/Home,Basic,
Amd Pro A10-9700E,10365.23,20.83,35,82.74,2896,AMD,0,Work/Home,Basic,
Intel Core I5-4210M @ 2.60Ghz,6565.1428,32.86,37,78.19,2893,Intel,0,Work/Home,Basic,
Intel Core I7-860 @ 2.80Ghz,3280.3343,65.7,95,30.42,2890,Intel,0,Work/Home,Basic,
Intel Xeon W3540 @ 2.93Ghz,37806.99,5.7,130,22.23,2890,Intel,0,Work/Home,Basic,
Intel Core I7-3520M @ 2.90Ghz,9099.0314,23.59,35,82.24,2879,Intel,0,Work/Home,Basic,
Intel Core I7-930 @ 2.80Ghz,2236.3543,95.94,130,22.13,2877,Intel,0,Work/Home,Basic,
Intel Core I3-4130T @ 2.90Ghz,18535.1192,11.56,35,82.12,2874,Intel,0,Work/Home,Basic,
Intel Xeon E5-2403 V2 @ 1.80Ghz,40342.37,5.31,80,35.91,2873,Intel,0,Work/Home,Basic,
Amd Opteron 4184,37206.7015,5.76,95,30.23,2872,AMD,0,Work/Home,Basic,
Intel Core I3-4150T @ 3.00Ghz,31127.0094,6.87,35,81.9,2867,Intel,0,Work/Home,Basic,
Intel Core I5-3360M @ 2.80Ghz,5817.9514,36.48,35,81.31,2846,Intel,0,Work/Home,Basic,
Amd Phenom Ii X4 980,9694.1,21.76,125,22.63,2829,AMD,0,Work/Home,Basic,
Amd A8-6500 Apu,3257.9633,64.68,65,43.47,2826,AMD,0,Work/Home,Basic,
Amd Opteron 6128,20059.33,10.5,115,24.57,2826,AMD,0,Work/Home,Basic,
Amd Opteron 3350 He,29231.44,7.21,45,62.78,2825,AMD,0,Work/Home,Basic,
Amd A10-6800B Apu,9546.4514,22.06,100,28.24,2824,AMD,0,Work/Home,Basic,
Intel Xeon X3450 @ 2.67Ghz,7606.14,27.63,95,29.67,2818,Intel,0,Work/Home,Basic,
Intel Celeron G5905 @ 3.50Ghz,3518.9583,59.64,58,48.53,2815,Intel,0,Work/Home,Basic,
Intel Xeon X3460 @ 2.80Ghz,5389.9196,38.94,95,29.62,2814,Intel,0,Work/Home,Basic,
Amd A8-5600K Apu,5216.1715,40.08,100,28.03,2803,AMD,0,Work/Home,Basic,
Intel Celeron G5900 @ 3.40Ghz,4026.0343,51.68,58,48.1,2790,Intel,0,Work/Home,Basic,
Amd Opteron 6172,14910.2715,13.95,115,24.25,2789,AMD,0,Work/Home,Basic,
Amd Athlon X4 750K Quad Core,14201.1108,14.64,100,27.87,2787,AMD,0,Work/Home,Basic,
Intel Xeon W3520 @ 2.67Ghz,4399.63,47.23,130,21.44,2787,Intel,0,Work/Home,Basic,
Intel Core2 Extreme X9775 @ 3.20Ghz,134669.6915,1.54,150,18.53,2780,Intel,0,Work/Home,Basic,
Intel Core I5-4200M @ 2.50Ghz,6633.0015,31.21,37,75.04,2776,Intel,0,Work/Home,Basic,
Intel Atom C2750 @ 2.40Ghz,17300.24,11.96,20,138.77,2775,Intel,0,Work/Home,Basic,
Intel Xeon E5-2603 V2 @ 1.80Ghz,4399.63,46.63,80,34.39,2751,Intel,0,Work/Home,Basic,
Intel Core I7-920 @ 2.67Ghz,14159.3516,14.44,130,21.09,2741,Intel,0,Work/Home,Basic,
Intel Core I5-5300U @ 2.30Ghz,21624.5543,9.45,15,182.66,2740,Intel,0,Work/Home,Basic,
Intel Xeon E5540 @ 2.53Ghz,5328.0265,38.33,80,34.23,2738,Intel,0,Work/Home,Basic,
Amd A10-5700 Apu,4470.4715,45.62,65,42.08,2735,AMD,0,Work/Home,Basic,
Intel Pentium G4500 @ 3.50Ghz,12428.5819,16.4,51,53.61,2734,Intel,0,Work/Home,Basic,
Amd Fx-4130 Quad-Core,1656.1997,122.94,125,21.84,2730,AMD,0,Work/Home,Basic,
Intel Core I3-7100U @ 2.40Ghz,34451.34,5.89,15,181.43,2721,Intel,0,Work/Home,Basic,
Intel Celeron G4950 @ 3.30Ghz,75215.7762,2.69,54,50.26,2714,Intel,0,Work/Home,Basic,
Intel Xeon X5470 @ 3.33Ghz,13418.8715,15.05,120,22.57,2709,Intel,0,Work/Home,Basic,
Amd A8-5500B Apu,3656.9128,55.2,65,41.65,2707,AMD,0,Work/Home,Basic,
Intel Xeon X5492 @ 3.40Ghz,103748.4953,1.94,150,18.04,2705,Intel,0,Work/Home,Basic,
Intel Xeon E5-2407 @ 2.20Ghz,24237.4871,8.3,80,33.74,2699,Intel,0,Work/Home,Basic,
Intel Xeon E5607 @ 2.27Ghz,7457,26.86,80,33.58,2686,Intel,0,Work/Home,Basic,
Intel Xeon X3440 @ 2.53Ghz,3728.5,53.61,95,28.21,2680,Intel,0,Work/Home,Basic,
Amd Athlon X4 740 Quad Core,1863.5043,106.26,65,40.85,2655,AMD,0,Work/Home,Basic,
Intel Celeron G5900T @ 3.20Ghz,3131.94,63.04,35,75.64,2648,Intel,0,Work/Home,Basic,
Intel Core I5-3320M @ 2.60Ghz,3284.0628,60.09,35,75.61,2646,Intel,0,Work/Home,Basic,
Amd Phenom Ii X4 970,4465.2516,44.15,125,21.15,2644,AMD,0,Work/Home,Basic,
Intel Core I3-6100U @ 2.30Ghz,39521.3543,4.98,15,176,2640,Intel,0,Work/Home,Basic,
Intel Core I5-3340M @ 2.70Ghz,5216.1715,37.69,35,75.32,2636,Intel,0,Work/Home,Basic,
Intel Xeon X5482 @ 3.20Ghz,7453.2715,26.37,150,17.57,2636,Intel,0,Work/Home,Basic,
Intel Core2 Extreme X9770 @ 3.20Ghz,119979.4015,1.64,136,19.35,2632,Intel,0,Work/Home,Basic,
Intel Xeon E5-2609 @ 2.40Ghz,5359.3459,36.5,80,32.79,2623,Intel,0,Work/Home,Basic,
Intel Xeon E5530 @ 2.40Ghz,2236.3543,87.15,80,32.67,2614,Intel,0,Work/Home,Basic,
Intel Core I5-680 @ 3.60Ghz,23056.2983,8.42,73,35.65,2603,Intel,0,Work/Home,Basic,
Intel Pentium G4400 @ 3.30Ghz,7263.8637,26.68,54,48.13,2599,Intel,0,Work/Home,Basic,
Intel Core I5-760 @ 2.80Ghz,19761.05,9.81,95,27.36,2599,Intel,0,Work/Home,Basic,
Intel Pentium Silver N5000 @ 1.10Ghz,12005.77,16.1,6,432.15,2593,Intel,2,Work/Home,Mid,
Intel Xeon L3426 @ 1.87Ghz,16927.39,11.41,45,57.55,2590,Intel,0,Work/Home,Basic,
Intel Core I7-8500Y @ 1.50Ghz,29306.01,6.58,5,517.42,2587,Intel,2,Work/Home,Mid,
Intel Xeon X5460 @ 3.16Ghz,16371.8435,11.78,120,21.55,2586,Intel,0,Work/Home,Basic,
Amd A8-5500 Apu,4395.9015,43.72,65,39.65,2577,AMD,0,Work/Home,Basic,
Intel Celeron G4930 @ 3.20Ghz,8009.5637,23.94,54,47.61,2571,Intel,0,Work/Home,Basic,
Amd Fx-4100 Quad-Core,1938.0743,98.68,95,27,2565,AMD,0,Work/Home,Basic,
Intel Core I3-7020U @ 2.30Ghz,20954.17,9.13,15,170.95,2564,Intel,0,Work/Home,Basic,
Amd Phenom Ii X4 965,5519.6714,34.4,125,20.37,2546,AMD,0,Work/Home,Basic,
Amd Phenom Ii X4 975,3036.4904,62.46,125,20.35,2544,AMD,0,Work/Home,Basic,
Intel Xeon L5530 @ 2.40Ghz,11063.9509,17,60,42.03,2522,Intel,0,Work/Home,Basic,
Intel Core I3-7102E @ 2.10Ghz,16778.25,11.21,25,100.85,2521,Intel,0,Work/Home,Basic,
Intel Core I5-3230M @ 2.60Ghz,7456.2543,25.13,35,71.8,2513,Intel,0,Work/Home,Basic,
Intel Core I5-670 @ 3.47Ghz,21699.87,8.63,73,34.4,2511,Intel,0,Work/Home,Basic,
Intel Core I5-5250U @ 1.60Ghz,39521.3543,4.72,15,166.93,2504,Intel,0,Work/Home,Basic,
Intel Core I5-5200U @ 2.20Ghz,20954.17,8.9,15,166.78,2502,Intel,0,Work/Home,Basic,
Amd Phenom Ii X4 B97,5961.8715,31.25,95,26.3,2498,AMD,0,Work/Home,Basic,
Amd Phenom Ii X4 850,4846.3043,38.4,95,26.27,2496,AMD,0,Work/Home,Basic,
Intel Core I5-750 @ 2.67Ghz,14914,12.48,95,26.27,2495,Intel,0,Work/Home,Basic,
Intel Xeon E5472 @ 3.00Ghz,1494.3828,124.24,80,31.12,2490,Intel,0,Work/Home,Basic,
Intel Xeon E5450 @ 3.00Ghz,2758.3443,67.21,80,31.08,2486,Intel,0,Work/Home,Basic,
Intel Celeron G5920 @ 3.50Ghz,4622.5943,40.04,58,42.79,2482,Intel,0,Work/Home,Basic,
Intel Core I3-3245 @ 3.40Ghz,11110.93,16.64,55,45.09,2480,Intel,0,Work/Home,Basic,
Amd Opteron 8439 Se,3877.64,47.67,105,23.61,2479,AMD,0,Work/Home,Basic,
Intel Xeon E5520 @ 2.27Ghz,5414.5277,34.14,80,30.98,2479,Intel,0,Work/Home,Basic,
Intel Core I5-661 @ 3.33Ghz,14928.1683,12.3,87,28.3,2462,Intel,0,Work/Home,Basic,
Intel Xeon D-1602 @ 2.50Ghz,7904.42,23.2,27,91.07,2459,Intel,0,Work/Home,Basic,
Intel Core2 Extreme X9650 @ 3.00Ghz,64129.4543,2.86,130,18.89,2455,Intel,0,Work/Home,Basic,
Intel Celeron N4100 @ 1.10Ghz,7978.99,22.91,6,408.48,2451,Intel,2,Work/Home,Mid,
Intel Core I5-3210M @ 2.50Ghz,3879.1314,47.08,35,69.98,2449,Intel,0,Work/Home,Basic,
Intel Celeron G4900 @ 3.10Ghz,7900.6915,23.11,54,45.34,2448,Intel,0,Work/Home,Basic,
Intel Core I3-4100M @ 2.50Ghz,16298.7649,11.2,37,66.15,2447,Intel,0,Work/Home,Basic,
Intel Xeon X3370 @ 3.00Ghz,2982.8,61.16,95,25.75,2446,Intel,0,Work/Home,Basic,
Amd Athlon Ii X4 650,12423.362,14.65,95,25.69,2440,AMD,0,Work/Home,Basic,
Intel Core I7-2640M @ 2.80Ghz,9324.9785,19.5,35,69.68,2439,Intel,0,Work/Home,Basic,
Amd Phenom Ii X4 955,13137.7426,13.8,125,19.46,2432,AMD,0,Work/Home,Basic,
Intel Pentium G3470 @ 3.60Ghz,4838.1016,37.43,53,45.82,2428,Intel,0,Work/Home,Basic,
